Codigo,Nombre,Sugerido,Laboratorio,contenido Caja,contenido Blister,contenido Unidad,Inventario Caja,Inventario Blister,Inventario Unidad,UltimaCompra,Cantidad Vendida Caja,Cantidad Vendida Blister,Cantidad Vendida Unidad,Costo Unitario,Precio Venta Contado
100000097,NEOSALDINA 100 GRAGEAS (A),0,EUROFARMA COLOMBIA S.A.S,100,25,4,1,27,108,2025-02-27 00:00:00.000,0.56,14.0,56,164901.0,166600
100000400,RIFOCINA SPRAY 20 ML,1,SANOFI AVENTIS DE COLOMBI,1,0,0,0,0,0,2025-03-04 00:00:00.000,2.0,0.0,0,53269.0,60100
100000449,TRAVAD ORAL LIMON 133 ML,0,TECNOQUIMICAS S.A.,1,0,0,1,0,0,2025-03-11 00:00:00.000,3.0,0.0,0,25253.0,30700
100000465,ALKA SELTZER 60 TABLETAS,0,BAYER S.A.,60,30,2,1,57,114,2025-03-27 00:00:00.000,0.2,6.0,12,64178.0,74100
100000477,ASPIRINA EFERVESCENTE 500 MG 50 TABLETAS,0,BAYER S.A.,25,0,1,0,0,20,2025-02-25 00:00:00.000,0.2,0.0,5,55117.0,59800
100000482,BAYCUTEN N CREMA 20 GR,0,BAYER S.A.,1,0,0,1,0,0,2025-03-15 00:00:00.000,1.0,0.0,0,22102.0,30700
100000837,VIREX 200 MG 35 TABLETAS (3%+),0,EUROFARMA COLOMBIA S.A.S,5,0,1,0,0,1,2023-01-20 00:00:00.000,0.6,0.0,3,60443.0,83000
100000838,VIREX 400 MG 35 TABLETAS (3%+)(A)(PAE),0,EUROFARMA COLOMBIA S.A.S,35,7,5,0,1,5,2023-03-23 00:00:00.000,0.43,3.0,15,137313.0,208900
100000910,BERODUAL SOL.INH.20 ML(P)30000(SC)(SF),1,BOEHRINGER INGELHEIM,1,0,0,0,0,0,2023-08-10 00:00:00.000,1.0,0.0,0,27661.0,30100
100000916,BISOLVON NINOS 120 ML,0,OPELLA HEALTHCARE COLOMBI,1,0,0,2,0,0,2025-04-03 00:00:00.000,2.0,0.0,0,24580.5,40100
100000944,ISODINE 24 OVULOS,0,LABORATORIOS BUSSIE S.A.,24,0,1,0,0,19,2025-01-30 00:00:00.000,0.54,0.0,13,64171.0,67800
100000945,ISODINE BUCOFARINGEO 120 ML,1,LABORATORIOS BUSSIE S.A.,1,0,0,0,0,0,2025-01-30 00:00:00.000,1.0,0.0,0,25711.0,27500
100001057,KENACORT I.A.10 MG 5 ML AMPOLLA,1,DEPOSITO DE DROGAS MONACO,1,0,0,0,0,0,2024-05-27 00:00:00.000,2.0,0.0,0,36251.67,37900
100001165,SULFAPLATA 1% CREMA 30 GR,0,LABORATORIOS BUSSIE S.A.,1,0,0,1,0,0,2024-11-20 00:00:00.000,1.0,0.0,0,25392.0,29600
100001185,ADOREM PLUS ACETAMINOFEN+CAFEINA 100TBS,0,LAB.SIEGFRIED S.A,100,10,10,0,3,30,2025-02-14 00:00:00.000,0.2,2.0,20,83137.0,89400
100001263,CLOBEZAN UNGUENTO 25 GR,1,LABORATORIOS CHALVER DE C,1,0,0,0,0,0,2022-02-12 00:00:00.000,1.0,0.0,0,36211.0,54400
