Grupo,Cod Producto,Nombre,Inventario Caja,Inventario Blister,Costo Unidad,Costo Blister,Costo Caja,% Iva,Inventario Unidad,Costo Total,Costo Total Iva,Venta Total,Ibua,Icui
LAB. COSMETICOS VOGUE S.A.,000807547,Vogue Esmalteefecto Gel Decidida 14Ml,1.0,0.0,0.0,0.0,5102.0,0.19,0.0,6071.38,969.38,7400.0,0,
LAB. COSMETICOS VOGUE S.A.,000840964,Vogue Lab Original Look Mat Merengue 4G,1.0,0.0,0.0,0.0,2978.0,0.19,0.0,3543.82,565.82,4300.0,0,
LAB. COSMETICOS VOGUE S.A.,000842579,Vogue Lab Sup Col Brill Curiosa 4G,1.0,0.0,0.0,0.0,3820.0,0.19,0.0,4545.8,725.8,5500.0,0,
MULTIFARMA,00375,MOÑOS SURTIDOS,4.0,0.0,0.0,0.0,3541.5,0.19,0.0,16857.54,2691.54,28400.0,0,
MULTIFARMA,00573,LABIAL LIQUIDO 3Q ULTRA HD,1.0,0.0,0.0,0.0,4538.0,0.19,0.0,5400.22,862.22,9000.0,0,
MULTIFARMA,00578,LABIAL LIQUIDO ANGEL ROSE,3.0,0.0,0.0,0.0,5084.0,0.19,0.0,18149.88,2897.88,30300.0,0,
MULTIFARMA,00593A,PESTAÑINA PINK COSMETIC PUMPED,1.0,0.0,0.0,0.0,6806.5,0.19,0.0,8099.74,1293.24,13500.0,0,
MULTIFARMA,00594,PESAÑINA MASCARA CURLING,3.0,0.0,0.0,0.0,6218.5,0.19,0.0,22200.05,3544.55,44700.0,0,
,0658325030815,CEBRIX ARMONIZA X 375 ML,2.0,0.0,0.0,0.0,9885.5,0.0,0.0,19771.0,0.0,49600.0,0,
DICOLFARMA,0658325386059,CREMA PROTECTORA ANAMU 12 GR,1.0,0.0,0.0,0.0,2924.0,0.19,0.0,3479.56,555.56,11600.0,0,
DICOLFARMA,0658325386073,CALENDULA ORTIGA CREMA PROCT. 12 GR,1.0,0.0,0.0,0.0,2924.0,0.19,0.0,3479.56,555.56,11600.0,0,
COMIS-GCNG,0658325386189,COLAGENO HIDROLIZADO VITAVINAS Y MINERALES 450 GR BOLSA,10.0,0.0,0.0,0.0,17812.67,0.0,0.0,178126.7,0.0,446000.0,0,
COMIS-GCNG,0745853173142,CARDO MARINO ARMONIZA 60 CAP,2.0,0.0,0.0,0.0,19626.67,0.0,0.0,39253.34,0.0,100000.0,0,
DICOLFARMA,0745853173159,ARNICA CREMA PROTECTORA 12 GR,1.0,0.0,0.0,0.0,2924.0,0.19,0.0,3479.56,555.56,11600.0,0,
DICOLFARMA,0745853173258,GOTAS VALERIANA X 30ML ARMONIZA,14.0,0.0,0.0,0.0,2520.0,0.0,0.0,35280.0,0.0,88200.0,0,
COMIS-GCNG,0745853547974,GACTRITE CON  ALOE VERA 360 ML,7.0,0.0,0.0,0.0,11695.5,0.0,0.0,81868.5,0.0,205100.0,0,
AXON PHARMA SAS,100000001,BRONCHO-VAXOM ADULTO 10 CAP(A)(3%+)(PAE),1.0,0.0,0.0,0.0,137013.0,0.0,0.0,137013.0,0.0,181900.0,0,
AXON PHARMA SAS,100000003,DICYNONE 250 MG 2 ML 4 AMPOLLAS,0.0,0.0,14197.25,0.0,0.0,0.0,1.0,14197.25,0.0,15500.0,0,
HALEON COLOMBIA S.A.S.,100000011,MUCOSINA GOTAS 30 ML,2.0,0.0,0.0,0.0,19543.0,0.0,0.0,39086.0,0.0,41800.0,0,
LABORATORIO FRANCO COLOMB,100000042,DEPAKENE JARABE 120 ML,2.0,0.0,0.0,0.0,27608.67,0.0,0.0,55217.34,0.0,69600.0,0,
LABORATORIO FRANCO COLOMB,100000081,KLARICID 500 MG 10 TBS (3%+)(A)(PAE),3.0,0.0,0.0,0.0,117566.0,0.0,0.0,352698.0,0.0,385200.0,0,
