Codigo,Nombre,Sugerido,Laboratorio,contenido Caja,contenido Blister,contenido Unidad,Inventario Caja,Inventario Blister,Inventario Unidad,UltimaCompra,Cantidad Vendida Caja,Cantidad Vendida Blister,Cantidad Vendida Unidad,Costo Unitario,Precio Venta Contado
96D,VIOXIN JABON 4% FCO 60ML,0,COMIS-GCNG,1,0,0,8,0,0,2025-03-18 12:52:03.620,3.0,0.0,0,5000.0,13300
E029,DIGLUFOR 850 MG 30 TBL LABQUIFAR,0,COMIS-GCNG,30,3,10,4,14,140,2025-01-16 08:07:06.687,0.33,1.0,10,9600.0,25400
100010532,AMPLIEX SUSPENSION 60 ML,0,COMIS-GCNG,1,0,0,1,0,0,2025-01-28 10:02:22.307,1.0,0.0,0,8200.0,18700
A00198,NITOXIPAR500 MG 6 TBL BIOQUIFAR,0,COMIS-GCNG,1,0,0,9,0,0,2025-04-01 17:35:59.720,4.0,0.0,0,9100.0,25000
B013,CEPRAX 500 MG 50 CAPSULAS ANGLOPHARMA,0,COMIS-GCNG,50,5,10,4,22,220,2025-04-01 17:35:59.720,1.6,8.0,80,24500.0,64400
100023675,DEFEROL 2000 UI 30 CAPSULAS,1,PROCAPS S.A.,1,0,0,0,0,0,2022-08-29 00:00:00.000,1.0,0.0,0,32668.0,40800
100024940,BUSCAPINA NF COMPOSITUM 325/10 MG 20 TBS,1,OPELLA HEALTHCARE COLOMBI,1,0,0,0,0,0,2021-01-22 00:00:00.000,1.0,0.0,0,23956.0,37100
A00155,OCUTRIX SOLU.OFTA 5 ML MEDIGEN,0,COMIS-GCNG,1,0,0,2,0,0,2025-01-28 10:02:22.307,1.0,0.0,0,7600.0,19000
A00219,ACTIVIRAL 200 MG 20 TBL LABQUIFAR,1,COMIS-GCNG,20,2,10,0,0,0,2025-03-04 16:31:23.350,1.0,2.0,20,4200.0,21400
7707019312836,FLURINEX LEVOFLOXACINA  500 MNG  X 14 TAB,0,COMIS-GCNG,2,0,1,2,0,4,2024-12-04 09:30:23.503,1.0,0.0,2,15300.0,58000
G088,LINDAZOL -2 PLUSS 3 OVULOS,0,COMIS-GCNG,1,0,0,4,0,0,2025-02-25 15:16:13.827,2.0,0.0,0,16300.0,46400
200007478,SEDA DENTAL JJ REACH HILO MENTA 50 MTS,1,JOHNSON  JOHNSON DE COLO,1,0,0,0,0,0,,1.0,0.0,0,6677.0,6200
E118,LOZARTEN 50 MG 30 TBL,0,COMIS-GCNG,3,0,1,6,0,18,2025-03-26 11:23:12.880,2.67,0.0,8,7400.0,20200
B698,LOZARTEN 100 MG 30 TBL BIOQUIFAR,0,COMIS-GCNG,3,0,1,4,0,14,2025-03-26 11:23:12.880,3.0,0.0,9,9300.0,23600
7707263004518,KENCYCAPS 100MG X 10 TAB,0,COMIS-GCNG,1,0,0,3,0,0,2025-02-18 13:58:44.250,2.0,0.0,0,7800.0,19500
100001221,GYNOFLOR CREMA VAGINAL 40 GR,1,LAB.SIEGFRIED S.A,1,0,0,0,0,0,,1.0,0.0,0,30950.0,46800
E031,DERMIQUEN 60 GR CREMATOPICA,0,COMIS-GCNG,1,0,0,2,0,0,2025-03-26 11:23:12.880,1.0,0.0,0,11700.0,29700
97D,VIOXIN SOLUCION DE CLORHEXIDINA 2.3% 60ML ,0,COMIS-GCNG,1,0,0,6,0,0,2025-01-16 08:07:06.687,3.0,0.0,0,4200.0,11200
E108,ENERXIS 30 CAPSULAS,0,N/A ,30,2,15,1,2,30,2025-03-18 12:52:03.620,2.0,4.0,60,14800.0,37000
10207000103,MEBLAINEX 5 AMPOLLAS,0,COMIS-GCNG,5,0,1,2,0,10,2025-03-18 12:52:03.620,1.8,0.0,9,10000.0,60000
E043,LAMDOTIL 16 TBL,1,COMIS-GCNG,16,0,1,0,0,0,2025-01-21 16:18:15.750,4.75,0.0,76,6600.0,20500
A00160,EUTARPAN JARABE 100 ML BIOQUIFAR,1,COMIS-GCNG,1,0,0,0,0,0,2025-01-16 08:07:06.687,2.0,0.0,0,6000.0,15300
A00667,PAÑAL WINNY ULTRATRIM SEC ETAPA 2 POR 16 UND,1,TECNOQUIMICAS S.A.,1,0,0,0,0,0,2024-12-04 09:30:23.503,1.0,0.0,0,11933.0,18400
A00223,CINDIMIZOL 200 MG 5 CAPSULAS BIOQUIFAR,0,COMIS-GCNG,5,0,1,4,0,22,2025-03-04 16:31:23.350,5.6,0.0,28,7400.0,18500
200040819,TAPABOCA PEDIAT.AZUL E.I.50 UND INVERFAR,0,INVERFARMA SAS,50,0,1,1,0,51,2022-07-12 00:00:00.000,0.02,0.0,1,16974.5,28400
100022444,NIFEDIPINO BECLAZONE 30 MG 10 CAPSULAS,1,NOVAMED S.A.,1,0,0,0,0,0,2025-01-16 08:07:06.687,2.0,0.0,0,5300.0,12000
A00217,ACTIVIRAL 800 G 10 TBL LABQUIFAR,0,COMIS-GCNG,10,0,1,4,0,40,2024-12-23 12:27:02.313,1.0,0.0,10,11000.0,31000
7709946708393,DOLINSTAN IBUPR. 120 ML,0,COMIS-GCNG,1,0,0,4,0,0,2025-02-11 12:03:33.867,1.0,0.0,0,4400.0,11300
100017740,EUTIROX 137 MCG 50 TBS (PAE),1,MERCK S.A.,1,0,0,0,0,0,,1.0,0.0,0,47268.0,87900
A00215,NEWTARPAN 5 MG 10 TBL BIOQUIFAR,0,COMIS-GCNG,10,0,1,3,0,30,2025-03-04 16:31:23.350,1.0,0.0,10,5200.0,19000
7709830214030,FONKINK AZITROMICINA 500MG 3 TBLS ,0,COMIS-GCNG,1,0,0,6,0,0,2025-03-26 11:23:12.880,7.0,0.0,0,7400.0,18700
7709740450320,TRIDIRTEX LOCION FCO X 60ML CLOBTAZ,1,COMIS-GCNG,1,0,0,0,0,0,2025-03-18 12:52:03.620,1.0,0.0,0,9000.0,27200
E039,EUTARPAN 10 MG 100 TBL,0,COMIS-GCNG,100,10,10,2,24,240,2025-03-18 12:52:03.620,0.6,6.0,60,17800.0,70500
7707019384116,VERELIS 20 MG 4 TAB,0,COMIS-GCNG,4,0,1,11,0,47,2025-03-18 12:52:03.620,3.0,0.0,12,8800.0,48500
A00284,CINDIMIZOL 150 MG 5 CAPSULAS BIOQUIFAR,0,COMIS-GCNG,5,0,1,5,0,26,2025-03-04 16:31:23.350,2.0,0.0,10,3700.0,14700
G054,SUPRIBAC F 10 TBL BIOQUIFAR,1,COMIS-GCNG,10,0,1,0,0,0,2025-01-16 08:07:06.687,3.0,0.0,30,5200.0,15100
A00224,METROXAZIDE 600 MG/200 MG 18 TBLS BIOQUIFAR,0,COMIS-GCNG,18,0,1,1,0,24,2024-12-11 09:31:27.533,0.33,0.0,6,8500.0,31800
A00141,ASMIKET JARABE 120 ML BIOQUIFAR,0,COMIS-GCNG,1,0,0,2,0,0,2025-03-18 12:52:03.620,1.0,0.0,0,8600.0,24700
A00274,"MEXICAN 7,5 MG 30 TBL BIOQUIFAR",0,COMIS-GCNG,30,3,10,6,19,190,2025-03-26 11:23:12.880,1.33,4.0,40,7000.0,17500
A00202,FINAPAR 200 MG BIOQUIFAR 2 TBL,0,COMIS-GCNG,2,0,1,4,0,8,2024-11-07 09:11:09.477,1.0,0.0,2,1200.0,6200
7707019381085,MIO RELAX  TIZANIDINA 2 MG 20 TABS,0,COMIS-GCNG,20,2,10,2,4,40,2025-01-16 08:07:06.687,0.5,1.0,10,13300.0,49200
A00209,MEXICAN 15 MG 10 TBL BIOQUIFAR,0,COMIS-GCNG,10,0,1,8,0,80,2025-04-01 17:35:59.720,16.0,0.0,160,5200.0,15000
7703712080454,DERMA3  40 GRAMOS,1,COMIS-GCNG,1,0,0,0,0,0,2025-02-25 15:16:13.827,2.0,0.0,0,18900.0,49300
7703712080126,INTIVAG DUCHA VAGINAL 120 ML,1,COMIS-GCNG,1,0,0,0,0,0,2025-01-16 08:07:06.687,1.0,0.0,0,7600.0,19300
100017970,BETAMETASONA 0.05 % CREMA 20 GR AG,1,LABORATORIO FRANCO COLOMB,1,0,0,0,0,0,2022-10-01 00:00:00.000,1.0,0.0,0,8139.0,10800
200006051,YODO BLANCO 30 ML 12 UNDS,1,PRODUCTOS DISANFER S.A.S.,12,0,1,0,0,0,2022-10-25 00:00:00.000,0.17,0.0,2,11900.0,18000
7709740450351,TRIDIRTEX CREMA X 40GR,0,COMIS-GCNG,1,0,0,7,0,0,2025-04-01 17:35:59.720,1.0,0.0,0,9400.0,24500
100015421,CORTIOFTAL 1% GOTAS 5 ML,1,TECNOQUIMICAS S.A.,1,0,0,0,0,0,2022-11-03 00:00:00.000,1.0,0.0,0,49929.5,62400
100023288,ALBISAN SUPENSION 200 ML(3%+),1,LAB. INCOBRA S.A.,1,0,0,0,0,0,2022-11-12 00:00:00.000,1.0,0.0,0,68497.0,81400
7707035511077,MUCOTROP NIÑOS 120 ML,1,COMIS-GCNG,1,0,0,0,0,0,2025-02-18 13:58:44.250,1.0,0.0,0,5800.0,14500
100001426,DIPIRONA 2 ML 25 AMPOLLAS EC,0,LABORATORIOS ECAR S.A.,25,0,1,0,0,6,2023-04-12 12:59:13.257,0.08,0.0,2,60500.0,80500
200036300,ENCENDEDOR BENGALA DISPLAY 20 UND,0,OPTION S.A,20,0,1,0,0,8,2022-12-15 00:00:00.000,0.05,0.0,1,19232.0,20400
100016705,NORAVER G CONTRA LA GRIPA 8 CAPSULAS,1,TECNOQUIMICAS S.A.,1,0,0,0,0,0,2022-12-19 00:00:00.000,1.0,0.0,0,11425.0,13900
100021312,BRIMOFTAL OFT. 0.2% 5 ML MK (SC),1,TECNOQUIMICAS S.A.,1,0,0,0,0,0,2023-02-16 00:00:00.000,1.0,0.0,0,20127.67,21000
100010533,AMPLIEX 500 MG 100 CAPSULAS,0,TRIDEX S.A.,10,0,1,1,0,12,2024-12-23 12:27:02.313,0.8,0.0,8,60400.0,150800
E024,DEXABLAS 8MG 5 AMP.,0,COMIS-GCNG,5,0,1,6,0,34,2025-03-18 12:52:03.620,6.8,0.0,34,7800.0,60000
7709506348427,LINCOFAR 600MG 2 ML 10 AMP,0,COMIS-GCNG,10,0,1,4,0,43,2025-01-28 10:02:22.307,3.9,0.0,39,17900.0,120500
100000576,BRONCOCHEM F PEDIATRICO JARABE 120 ML,1,LAB.SIEGFRIED S.A,1,0,0,0,0,0,2023-03-15 00:00:00.000,1.0,0.0,0,19604.0,19900
100025860,NOXPIRIN NOCHE PAGUE 20 LLEVE 24 SOBRES,1,LAB.SIEGFRIED S.A,24,0,1,0,0,0,2023-07-19 17:04:08.087,0.46,0.0,11,24800.0,43900
100020192,NAPROXENO 275 MG 10 TABLETAS MK,1,TECNOQUIMICAS S.A.,1,0,0,0,0,0,2024-02-03 14:58:29.250,1.0,0.0,0,4591.5,6100
