Codigo,Nombre,Sugerido,Laboratorio,contenido Caja,contenido Blister,contenido Unidad,Inventario Caja,Inventario Blister,Inventario Unidad,UltimaCompra,Cantidad Vendida Caja,Cantidad Vendida Blister,Cantidad Vendida Unidad,Costo Unitario,Precio Venta Contado
100022092,TADALAFILO 5 MG 30 TABLETAS MK(3%+)(PAE),1,TECNOQUIMICAS S.A.,30,3,10,0,0,0,2021-05-11 14:51:36.020,1.0,3.0,30,72600.0,115700
B013,CEPRAX 500 MG 50 CAPSULAS ANGLOPHARMA,0,COMIS-GCNG,50,5,10,1,6,65,2025-04-02 12:22:50.373,4.76,23.8,238,24500.0,61300
7701021117786,PAÑAL WINNY PANTS ET 4 X 50,0,TECNOQUIMICAS S.A.,1,0,0,2,0,0,2025-03-27 14:27:46.790,3.0,0.0,0,53600.0,75400
A00198,NITOXIPAR500 MG 6 TBL BIOQUIFAR,0,COMIS-GCNG,1,0,0,4,0,0,2025-03-11 14:38:08.620,7.0,0.0,0,10000.0,25000
100010532,AMPLIEX SUSPENSION 60 ML,0,COMIS-GCNG,1,0,0,1,0,0,2025-03-11 14:38:08.620,2.0,0.0,0,8200.0,18700
A00217,ACTIVIRAL 800 G 10 TBL LABQUIFAR,0,COMIS-GCNG,10,0,1,3,0,30,2024-12-25 14:05:03.013,2.2,0.0,22,11000.0,31000
B698,LOZARTEN 100 MG 30 TBL BIOQUIFAR,0,COMIS-GCNG,3,0,1,3,0,9,2025-04-02 12:22:50.373,2.0,0.0,6,9300.0,23300
A00571,POLIMERO PARA EL CABELLO 24 UND 20 ML,0,N/A ,24,0,1,0,0,11,2024-10-18 11:19:37.687,0.04,0.0,1,32185.0,48400
E093,ZIVICAL D 20 TBL LABQUIFAR,0,COMIS-GCNG,2,0,1,3,0,6,2025-04-02 12:22:50.373,2.0,0.0,4,6900.0,17300
E043,LAMDOTIL 16 TBL,0,COMIS-GCNG,16,0,1,0,0,1,2025-01-28 14:03:09.323,1.19,0.0,19,6600.0,20500
7707019381085,MIO RELAX  TIZANIDINA 2 MG 20 TABS,0,COMIS-GCNG,20,2,10,1,3,30,2025-01-08 14:53:20.197,1.0,2.0,20,13300.0,49200
E029,DIGLUFOR 850 MG 30 TBL LABQUIFAR,0,COMIS-GCNG,30,3,10,3,10,100,2025-01-08 14:53:20.197,0.33,1.0,10,8000.0,25400
A00160,EUTARPAN JARABE 100 ML BIOQUIFAR,0,COMIS-GCNG,1,0,0,1,0,0,2025-01-28 14:03:09.323,1.0,0.0,0,6000.0,15300
E031,DERMIQUEN 60 GR CREMATOPICA,1,COMIS-GCNG,1,0,0,0,0,0,2024-12-11 16:37:00.280,2.0,0.0,0,9900.0,29700
A0071,PAÑAL WINNY ULTRATRIM SEC ETAPA 4 POR 30  UND,0,TECNOQUIMICAS S.A.,1,0,0,4,0,0,2024-12-11 16:37:00.280,1.0,0.0,0,32185.0,45600
A00554,ESMALTE MASGLO VARIOS TONOS,1,MASGLO,1,0,0,0,0,0,,2.0,0.0,0,3361.29,6500
G084,DIFAZIN 40 GR,0,COMIS-GCNG,1,0,0,5,0,0,2025-03-18 14:39:49.060,1.0,0.0,0,6600.0,16600
G077,XINPA 500 MG 6 TBL WHESTHER,0,COMIS-GCNG,1,0,0,4,0,0,2025-04-02 12:22:50.373,5.0,0.0,0,13200.0,33000
7709740450399,NOKTOS JBE 120ML ,0,COMIS-GCNG,1,0,0,1,0,0,2025-03-18 14:39:49.060,4.0,0.0,0,6600.0,17600
100019346,APRONAX 275 MG 64 TABLETAS,0,BAYER S.A.,64,8,8,0,1,8,2022-09-07 00:00:00.000,0.25,2.0,16,76878.0,101900
A00141,ASMIKET JARABE 120 ML BIOQUIFAR,0,COMIS-GCNG,1,0,0,2,0,0,2025-03-18 14:39:49.060,1.0,0.0,0,8600.0,24700
100024184,ROSINA 3MG 21 TABLETAS(P)26910,1,GEDEON RICHTER COLOMBIA S,1,0,0,0,0,0,2022-08-16 00:00:00.000,1.0,0.0,0,20912.0,28300
A00214,EUTARPAN 10 MG 10 TBL BIOQUIFAR,0,COMIS-GCNG,10,0,1,4,0,40,2025-04-02 12:22:50.373,2.0,0.0,20,1700.0,4300
100014676,DIPIRONA 500 MG 100 TABLETAS EX,1,LABORATORIOS RICHMOND,100,10,10,0,0,0,2022-02-01 00:00:00.000,0.1,1.0,10,22235.0,30500
A00223,CINDIMIZOL 200 MG 5 CAPSULAS BIOQUIFAR,0,COMIS-GCNG,5,0,1,5,0,28,2025-04-02 12:22:50.373,3.0,0.0,15,7400.0,18500
040240000,Gel Antibacterial X 500 Ml,0,,1,0,0,1,0,0,2020-09-30 16:20:29.193,1.0,0.0,0,14400.0,17000
A00284,CINDIMIZOL 150 MG 5 CAPSULAS BIOQUIFAR,0,COMIS-GCNG,5,0,1,5,0,27,2025-04-02 12:22:50.373,1.8,0.0,9,3700.0,9300
7707019310177,EUCODINA JBE X 120 ML,0,COMIS-GCNG,1,0,0,1,0,0,2025-03-18 14:39:49.060,4.0,0.0,0,8700.0,21800
A00274,"MEXICAN 7,5 MG 30 TBL BIOQUIFAR",0,COMIS-GCNG,30,3,10,5,17,173,2025-01-16 10:48:42.847,1.23,3.7,37,7000.0,30500
