Codigo,Nombre,Sugerido,Laboratorio,contenido Caja,contenido Blister,contenido Unidad,Inventario Caja,Inventario Blister,Inventario Unidad,UltimaCompra,Cantidad Vendida Caja,Cantidad Vendida Blister,Cantidad Vendida Unidad,Costo Unitario,Precio Venta Contado
100018339,LAXACOL 3 SOBRES 4 TABLETAS,1,FARMACOL CHINOIN SAS,12,3,4,0,0,0,,1.0,3.0,12,15322.0,20900
7709830214030,FONKINK AZITROMICINA 3 TBLS 500MG ,0,COMIS-GCNG,1,0,0,6,0,0,2025-03-18 16:12:29.117,10.0,0.0,0,7400.0,18500
7702896000364,TOR CREMA 10 GR,0,COMIS-GCNG,1,0,0,2,0,0,2025-03-04 14:56:55.407,2.0,0.0,0,8900.0,22300
100017051,DESLODEX D 10 TABLETAS (3%+)(PAE),1,NOVAMED S.A.,1,0,0,0,0,0,,1.0,0.0,0,66725.0,79900
E029,DIGLUFOR 850 MG 30 TBL LABQUIFAR,0,COMIS-GCNG,30,3,10,1,4,40,2024-12-03 11:01:50.120,0.33,1.0,10,8000.0,25400
100005393,SERTAL GOTAS 20 ML,1,MEGALABS COLOMBIA SAS,1,0,0,0,0,0,,1.0,0.0,0,20950.0,30900
E046,NEWTARPAN JARABE 120 ML,0,COMIS-GCNG,1,0,0,3,0,0,2024-12-19 10:32:09.337,1.0,0.0,0,10300.0,30000
E001,CEPRAX 250MG/5ML 60 ML ANGLOPHARMA,0,COMIS-GCNG,1,0,0,1,0,0,2025-02-18 08:54:58.893,2.0,0.0,0,7300.0,21900
E031,DERMIQUEN 60 GR CREMATOPICA,0,COMIS-GCNG,1,0,0,3,0,0,2024-12-19 10:32:09.337,2.0,0.0,0,9900.0,29700
G077,XINPA 500 MG 6 TBL WHESTHER,0,COMIS-GCNG,1,0,0,4,0,0,2025-03-27 10:39:12.853,3.0,0.0,0,13200.0,33000
E043,LAMDOTIL 16 TBL,0,COMIS-GCNG,16,0,1,2,0,32,2025-01-22 12:43:54.550,0.75,0.0,12,6600.0,20500
A00268,ZIFLUVIS 600 MG 30 SOBRE 3 GR BIOQUIFAR,0,COMIS-GCNG,30,0,1,0,0,23,2025-02-18 08:54:58.893,0.5,0.0,15,29100.0,80200
A00209,MEXICAN 15 MG 10 TBL BIOQUIFAR,0,COMIS-GCNG,10,0,1,3,0,30,2025-04-03 17:13:50.620,9.0,0.0,90,5200.0,15000
7703712080454,DERMA3  40 GRAMOS,0,COMIS-GCNG,1,0,0,3,0,0,2025-04-03 17:13:50.620,2.0,0.0,0,18800.0,49300
7702896002313,IVERBLAS 5 ML,0,COMIS-GCNG,1,0,0,3,0,0,2025-02-18 08:54:58.893,3.0,0.0,0,8900.0,22300
A00667,PAÑAL WINNY ULTRATRIM SEC ETAPA 2 POR 16 UND,1,TECNOQUIMICAS S.A.,1,0,0,0,0,0,2024-11-05 14:49:58.717,1.0,0.0,0,11894.0,18400
200005268,CHICLE ADAMS MENTA 100 UDS,0,MONDELEZ COLOMBIA S.A.S,100,0,1,0,0,80,2025-01-27 16:33:25.830,0.01,0.0,1,14622.0,20100
100008982,TRIANOREXIL 25 MG 20 TABLETAS,1,QUIMICA PATRIC LTDA,20,2,10,0,0,0,,1.0,2.0,20,12121.0,17000
770371200195,IBUPROFAR 800 MG 60 TBLS,0,COMIS-GCNG,60,6,10,1,6,60,2025-03-04 14:56:55.407,0.83,5.0,50,29700.0,74300
7709506348427,LINCOFAR 600MG 2 ML 10 AMP,0,COMIS-GCNG,10,0,1,1,0,13,2025-03-27 10:39:12.853,2.4,0.0,24,17900.0,120500
A00217,ACTIVIRAL 800 G 10 TBL LABQUIFAR,0,COMIS-GCNG,10,0,1,7,0,70,2025-03-18 16:12:29.117,5.0,0.0,50,12200.0,30500
100000412,SINOGAN 4% GOTAS 20 ML,1,SANOFI AVENTIS DE COLOMBI,1,0,0,0,0,0,,1.0,0.0,0,50911.0,71000
A00263,HEMETIL 30 ML ,0,COMIS-GCNG,1,0,0,2,0,0,2025-02-11 11:23:21.633,2.0,0.0,0,5300.0,15100
200005956,LIMAS ZAFHIRS PROFESION 144 UND,0,DISPROVEN S.A.S,144,0,1,1,0,240,,0.01,0.0,1,33880.0,71200
7709740450399,NOKTOS JBE 120 ML,0,COMIS-GCNG,1,0,0,6,0,0,2025-03-04 14:56:55.407,7.0,0.0,0,6600.0,16500
A00224,METROXAZIDE 600 MG/200 MG 18 TBLS BIOQUIFAR,0,COMIS-GCNG,18,0,1,3,0,54,2025-02-25 16:14:21.483,2.0,0.0,36,9000.0,31800
100023612,ETORICOXIB 90 MG 14 TBS GF,1,GENFAR S.A.,1,0,0,0,0,0,,1.0,0.0,0,27300.0,77900
100007932,CLARITROMICINA 500 MG 10 TABLETAS MK,1,TECNOQUIMICAS S.A.,10,0,1,0,0,0,,1.0,0.0,10,29500.0,45200
B013,CEPRAX 500 MG 50 CAPSULAS ANGLOPHARMA,0,COMIS-GCNG,50,5,10,1,8,80,2025-02-25 16:14:21.483,0.84,4.2,42,24500.0,64400
7703712014121,CURATOS MIEL 125 ML,0,COMIS-GCNG,1,0,0,1,0,0,2025-03-27 10:39:12.853,2.0,0.0,0,13500.0,33800
G087,LINDAZOL -2 CREMA 20 GR,0,COMIS-GCNG,1,0,0,5,0,0,2025-02-18 08:54:58.893,4.0,0.0,0,11500.0,35000
A00202,FINAPAR 200 MG BIOQUIFAR 2 TBL,0,COMIS-GCNG,2,0,1,4,0,8,2025-01-22 12:43:54.550,3.0,0.0,6,1400.0,6200
A00223,CINDIMIZOL 200 MG 5 CAPSULAS BIOQUIFAR,0,COMIS-GCNG,5,0,1,2,0,10,2025-01-16 13:03:56.730,4.0,0.0,20,7200.0,18800
100004804,B-VIT HT 3 AMPS JERI PRELLENADA(3%+(PAE),0,PROCAPS S.A.,3,0,1,0,0,1,,0.33,0.0,1,53642.5,112300
7703712080409,PIRAXTEL SUSP 15 ML,0,COMIS-GCNG,1,0,0,3,0,0,2025-02-18 08:54:58.893,1.0,0.0,0,7700.0,21100
G082,SERTRANQUIL 100 MG 10 TBL LABQUIFAR,0,COMIS-GCNG,10,0,1,2,0,20,2025-01-22 12:43:54.550,1.0,0.0,10,8500.0,26600
7709740450351,TRIDIRTEX CREMA 40 GR,0,COMIS-GCNG,1,0,0,2,0,0,2025-01-16 13:03:56.730,2.0,0.0,0,9400.0,24500
100001846,CHA.CHAMPIOJO 24 SBS,0,LAB. GERCO S.A.,24,0,1,0,0,8,,0.21,0.0,5,31949.0,59500
A00219,ACTIVIRAL 200 MG 20 TBL LABQUIFAR,0,COMIS-GCNG,20,2,10,2,4,40,2024-06-27 13:24:58.337,1.0,2.0,20,7884.0,21400
A00259,PRAZIDEX 20 MG 10 CAPSULAS BIOQUIFAR,1,COMIS-GCNG,10,0,1,0,0,0,2024-12-19 10:32:09.337,2.0,0.0,20,2100.0,6200
E087,ASMIKET 1 MG 30 TBL,1,COMIS-GCNG,30,3,10,0,0,0,2024-07-17 09:44:42.073,1.0,3.0,30,4350.0,13600
E439,TOALLITAS WINNY SENSITIVE LECHE 80UND,0,TECNOQUIMICAS S.A.,1,0,0,1,0,0,2025-02-05 15:27:53.987,1.0,0.0,0,8061.0,12300
100010148,NYTAX SUSPENSION 60 ML (3%+)(PAE),1,PROCAPS S.A.,1,0,0,0,0,0,,1.0,0.0,0,73673.0,95600
200018820,JERINGA ALFA 3P 20 CC 21 X 1 1/2,1,ALFA TRADING SAS,1,0,0,0,0,0,,1.0,0.0,0,506.0,800
100027250,NAT C GOMITAS VITAMINA C 50 UNDS (SAV),0,RB PHARMACEUTICALS S A S,25,0,1,0,0,3,2024-11-22 19:15:11.470,0.52,0.0,13,9916.0,31900
100016639,BOLSA RECOLE.ORINA PED.100ML 25UND INVER,1,INVERFARMA SAS,25,0,1,0,0,0,,0.08,0.0,2,10503.0,17300
200039491,FRASCO RECOL.MUESTRA COPROLOG 50UND ICOM,0,ICOM,50,0,1,1,0,59,,0.1,0.0,5,7817.0,25400
200028555,GUANTE DE NITR. BLANCO S 100 INV.,1,INVERFARMA SAS,1,0,0,0,0,0,,1.0,0.0,0,61032.0,87600
200007373,CREMA JJ BABY AVENA 200 ML,1,JOHNSON  JOHNSON DE COLO,1,0,0,0,0,0,2023-02-15 00:00:00.000,1.0,0.0,0,9277.0,13400
100021799,DURAX VSD 20 MG 1 TBS,1,LABORATORIO FRANCO COLOMB,1,0,0,0,0,0,2023-02-15 00:00:00.000,1.0,0.0,0,13741.0,33000
100001744,ISOCONAZOL CREMA 20 GR GF,1,GENFAR S.A.,1,0,0,0,0,0,2023-02-22 00:00:00.000,1.0,0.0,0,13518.5,21300
100016314,DIOVAN HCT 320/12.5 MG 28 TBS (PAE),1,LAB.SIEGFRIED S.A,1,0,0,0,0,0,2023-02-24 00:00:00.000,1.0,0.0,0,83126.0,97500
200036300,ENCENDEDOR BENGALA DISPLAY 20 UND,0,OPTION S.A,20,0,1,1,0,26,2023-02-28 00:00:00.000,0.05,0.0,1,19232.0,20400
200007921,MANTECA DE CACAO 100 UND ICOM,0,ICOM,100,0,1,3,0,340,2023-04-08 00:00:00.000,0.02,0.0,2,11092.5,50000
200040856,CEPILLO DENT. FLUO CARDENT KIDS 12 UND,0,JGB S.A.,12,0,1,0,0,5,2023-04-15 00:00:00.000,0.08,0.0,1,14459.0,24800
7707228369485,GEL ALFA 1 400 ML,0,MULTIFARMA,1,0,0,1,0,0,,1.0,0.0,0,100.0,4000
7703286118409,JABON PARA PIEL SENSIBLE CON ALOE+MANZANILLA+MI,1,LABORATORIOS MEDICK S.A.S,1,0,0,0,0,0,2023-07-26 10:06:49.310,1.0,0.0,0,19434.0,42400
100013834,CLOPERAX SUSPENSION 120 ML,1,PROCAPS S.A.,1,0,0,0,0,0,2023-05-02 00:00:00.000,1.0,0.0,0,54835.0,70600
100024204,SUPREFLUX FORTE 10 ML 12 SBS,1,NOVAMED S.A.,12,0,1,0,0,0,2023-05-08 15:00:13.563,0.42,0.0,5,11700.0,30500
100007767,ESTERMAX 0.625 MG 28 TBS(P)28836(SC),1,LABORATORIOS CHALVER DE C,1,0,0,0,0,0,2023-05-16 00:00:00.000,1.0,0.0,0,23574.0,28100
100014783,ARCOXIA 90 MG 14 TABLETAS (3%+)(A)(PAE),1,AXON PHARMA SAS,1,0,0,0,0,0,2023-06-06 00:00:00.000,1.0,0.0,0,97297.0,115700
200041662,VENDA ELASTICA ADHESIVA 3X5 PIEL INVERFA,0,INVERFARMA SAS,1,0,0,2,0,0,2023-08-11 00:00:00.000,1.0,0.0,0,5332.0,6500
100011422,PULBRONC NF ADULTOS 100 ML,1,NOVAMED S.A.,1,0,0,0,0,0,,1.0,0.0,0,21604.0,43100
100014270,LANTUS SOLOSTA 100UI 3ML(R)(P)38340(SAV),1,SANOFI AVENTIS DE COLOMBI,1,0,0,0,0,0,,1.0,0.0,0,31305.0,40700
D01,SILIMFAR SILIMARINA 150MG 20CAPS PHARMADES,0,COMIS-GCNG,20,2,10,4,8,80,2025-02-25 16:14:21.483,3.0,6.0,60,19000.0,48500
E024,DEXABLAS 8MG 5 AMP  BLASKOV,0,COMIS-GCNG,5,0,1,5,0,27,2025-04-03 17:13:50.620,7.2,0.0,36,7800.0,60000
100023675,DEFEROL 2000 UI 30 CAPSULAS,1,PROCAPS S.A.,1,0,0,0,0,0,2023-10-12 00:00:00.000,1.0,0.0,0,28759.5,40800
200023970,COLONIA ARRURRU NATURALS ROSADA 220 ML,1,BELLEZA EXPRESS S.A.,1,0,0,0,0,0,2023-10-24 00:00:00.000,1.0,0.0,0,20136.0,33200
