Codigo,Nombre,Sugerido,Laboratorio,contenido Caja,contenido Blister,contenido Unidad,Inventario Caja,Inventario Blister,Inventario Unidad,UltimaCompra,Cantidad Vendida Caja,Cantidad Vendida Blister,Cantidad Vendida Unidad,Costo Unitario,Precio Venta Contado
100000097,NEOSALDINA 100 GRAGEAS (A),0,EUROFARMA COLOMBIA S.A.S,100,25,4,1,27,108,2025-03-27 00:00:00.000,1.72,43,172,123676.0,166600
100000098,NEOSALDINA GOTAS 30 ML,0,EUROFARMA COLOMBIA S.A.S,1,0,0,2,0,0,2024-12-21 00:00:00.000,1.0,0,0,56771.67,58600
100000134,PEDIASURE POLVO VAINILLA 400 GR,0,ABBOTT LABORATORIES S.A,1,0,0,7,0,0,2024-07-15 00:00:00.000,1.0,0,0,56503.0,59100
100000135,PEDIASURE POLVO CHOCOLATE 400 GR,0,ABBOTT LABORATORIES S.A,1,0,0,2,0,0,2025-02-18 00:00:00.000,3.0,0,0,56503.0,58500
100000191,MAXITROL SUSPENSION 5 ML,1,AXON PHARMA SAS,1,0,0,0,0,0,2025-02-18 00:00:00.000,1.0,0,0,45713.0,59500
100000204,ALBASOL SOLUCION OFTALMICA 15 ML,0,ABBVIE S.A.S.,1,0,0,1,0,0,2025-02-06 00:00:00.000,1.0,0,0,38024.0,39500
100000317,ALLEGRA 120 MG 10 COMPRIMIDOS (3%+),0,OPELLA HEALTHCARE COLOMBI,1,0,0,1,0,0,2025-03-14 00:00:00.000,6.0,0,0,63552.5,69100
100000318,ALLEGRA 180 MG 10 TABLETAS (3%+)(A)(PAE),0,OPELLA HEALTHCARE COLOMBI,1,0,0,1,0,0,2025-01-08 00:00:00.000,1.0,0,0,116590.5,118800
100000400,RIFOCINA SPRAY 20 ML,0,SANOFI AVENTIS DE COLOMBI,1,0,0,1,0,0,2025-02-14 00:00:00.000,4.0,0,0,53269.0,60100
100000449,TRAVAD ORAL LIMON 133 ML,0,TECNOQUIMICAS S.A.,1,0,0,1,0,0,2025-03-05 00:00:00.000,3.0,0,0,28059.0,30700
100000451,ACID MANTLE N LOCION 120 ML,0,BAYER S.A.,1,0,0,2,0,0,2025-02-20 00:00:00.000,3.0,0,0,21773.0,28100
100000465,ALKA SELTZER 60 TABLETAS,0,BAYER S.A.,60,30,2,1,41,82,2025-03-04 00:00:00.000,0.33,10,20,56303.0,63500
100000477,ASPIRINA EFERVESCENTE 500 MG 50 TABLETAS,0,BAYER S.A.,25,0,1,0,0,3,2024-12-24 00:00:00.000,0.28,0,7,50574.0,55500
100000483,BAYCUTEN N CREMA 35 GR,0,BAYER S.A.,1,0,0,3,0,0,2025-04-02 00:00:00.000,1.0,0,0,44403.0,52300
100000885,LIOTON 1000 GEL 30 GR(3%+),0,A MENARINI LATIN AMERICA,1,0,0,2,0,0,2025-04-05 00:00:00.000,4.0,0,0,46086.0,79900
100000886,LIOTON 1000 GEL TUBO 50 GR(3%+),0,A MENARINI LATIN AMERICA,1,0,0,3,0,0,2025-03-31 00:00:00.000,3.0,0,0,61448.0,88600
100000924,BUSCAPINA NF COMPOSITUM GOTAS 30 ML,0,OPELLA HEALTHCARE COLOMBI,1,0,0,1,0,0,2025-03-22 00:00:00.000,1.0,0,0,39987.0,42100
100000944,ISODINE 24 OVULOS,0,LABORATORIOS BUSSIE S.A.,4,0,1,1,0,4,2025-03-29 00:00:00.000,0.5,0,2,51337.0,68800
100000945,ISODINE BUCOFARINGEO 120 ML,0,LABORATORIOS BUSSIE S.A.,1,0,0,2,0,0,2025-03-14 00:00:00.000,2.0,0,0,23140.0,27500
100000979,NIFLAMIN PL FORTE 15 MG 5 CAPSULAS,0,BOEHRINGER INGELHEIM,5,0,1,1,0,5,2025-04-03 00:00:00.000,1.0,0,5,41488.0,42600
100001057,KENACORT I.A.10 MG 5 ML AMPOLLA,0,DEPOSITO DE DROGAS MONACO,1,0,0,2,0,0,2025-03-27 00:00:00.000,1.0,0,0,36252.0,39100
100001132,GAMABENCENO PLUS LOCION 60 GR,0,LABORATORIOS BUSSIE S.A.,1,0,0,1,0,0,2024-09-16 00:00:00.000,1.0,0,0,48601.0,58500
100001147,PRIMAX CREMA 20 GR,0,LABORATORIOS BUSSIE S.A.,1,0,0,1,0,0,2024-11-09 00:00:00.000,1.0,0,0,53797.0,64400
100001183,ADOREM ACETAMINOFEN 150 MG JARABE 120 ML,1,LAB.SIEGFRIED S.A,1,0,0,0,0,0,2024-11-23 08:59:41.517,1.0,0,0,8800.0,14800
100001242,TREX CREMA 15 GR,0,LAB.SIEGFRIED S.A,1,0,0,1,0,0,2024-11-02 00:00:00.000,1.0,0,0,27047.5,31700
100001261,CLOBEZAN CREMA 25 GR,0,LABORATORIOS CHALVER DE C,1,0,0,1,0,0,2025-03-31 00:00:00.000,1.0,0,0,39847.0,42000
100001263,CLOBEZAN UNGUENTO 25 GR,0,LABORATORIOS CHALVER DE C,1,0,0,1,0,0,2025-03-14 00:00:00.000,1.0,0,0,43014.0,54900
100001314,LACTULAX 12 SBS JARABE 15 ML (3%+),0,LABORATORIOS CHALVER DE C,12,0,1,1,0,12,2025-03-04 00:00:00.000,0.08,0,1,93922.0,95400
100001360,DESONIDA 0.05% CREMA 15 GR,0,LAB.SIEGFRIED S.A,1,0,0,3,0,0,2025-02-25 00:00:00.000,3.0,0,0,16609.0,17900
100001362,DESONIDA 0.1% CREMA 15 GR,0,LAB.SIEGFRIED S.A,1,0,0,2,0,0,2025-02-25 00:00:00.000,1.0,0,0,16587.0,19200
100001368,QUANOX IVERMECTINA 0.6% GOTAS 5 ML,0,LAB.SIEGFRIED S.A,1,0,0,3,0,0,2025-03-27 00:00:00.000,6.0,0,0,31920.0,34700
100001410,ACIDO FOLICO 5 MG 20 TABLETAS EC,0,LABORATORIOS ECAR S.A.,1,0,0,1,0,0,2025-03-29 00:00:00.000,1.0,0,0,19951.0,23100
100001443,TIAMINA 1 GR 10 ML AMPOLLA EC,0,LABORATORIOS ECAR S.A.,1,0,0,3,0,0,2025-03-19 00:00:00.000,2.0,0,0,12255.0,15200
