Codigo,Nombre,Sugerido,Laboratorio,contenido Caja,contenido Blister,contenido Unidad,Inventario Caja,Inventario Blister,Inventario Unidad,UltimaCompra,Cantidad Vendida Caja,Cantidad Vendida Blister,Cantidad Vendida Unidad,Costo Unitario,Precio Venta Contado
E093,ZIVICAL D 20 TBL LABQUIFAR,0,COMIS-GCNG,2,0,1,2,0,4,2024-11-23 15:30:28.277,1.0,0.0,2,6100.0,17900
100010140,THERALITE 300 MG 50 COMPRIMIDOS,1,SANOFI AVENTIS DE COLOMBI,50,5,10,0,0,0,2020-11-27 00:00:00.000,1.0,5.0,50,45639.0,53000
7707263000213,AMPLIEX 500 MG 100 CAPSULAS,0,COMIS-GCNG,10,0,1,4,0,46,2025-04-03 17:29:19.387,1.9,0.0,19,60400.0,151000
E029,DIGLUFOR 850 MG 30 TBL LABQUIFAR,0,COMIS-GCNG,30,3,10,2,8,80,2025-01-08 09:49:24.303,1.67,5.0,50,8000.0,25400
A00156,POLIOFTAL 5 ML BLASKOV,0,BLASKOV LTDA,1,0,0,2,0,0,2025-01-22 10:40:21.993,7.0,0.0,0,6500.0,24100
B698,LOZARTEN 100 MG 30 TBL BIOQUIFAR,0,COMIS-GCNG,3,0,1,4,0,14,2024-10-25 12:32:19.327,0.33,0.0,1,9300.0,23600
100017562,DORZOLAMIDA 20MG+TIMOLOL 5MG LS,1,LABORATORIOS LA SANTE S.A,1,0,0,0,0,0,,1.0,0.0,0,39202.0,69400
E118,LOZARTEN 50 MG 30 TBL,0,COMIS-GCNG,3,0,1,7,0,22,2025-04-03 17:29:19.387,3.33,0.0,10,7400.0,20200
770371200195,IBUPROFAR 800 MG 60 TBLS,0,COMIS-GCNG,60,6,10,0,5,50,2025-01-08 09:49:24.303,1.02,6.1,61,29700.0,74300
E043,LAMDOTIL 16 TBL,1,COMIS-GCNG,16,0,1,0,0,0,2025-01-28 12:35:36.683,0.13,0.0,2,6600.0,20500
100022555,DICETEL 100 MG 14 TABLETAS (A),1,LABORATORIO FRANCO COLOMB,1,0,0,0,0,0,,1.0,0.0,0,112958.0,115000
G076,XINPA 100 MG 60 ML  WHESTHER,1,COMIS-GCNG,1,0,0,0,0,0,2025-02-18 14:56:12.117,2.0,0.0,0,12300.0,33800
A00215,NEWTARPAN 5 MG 10 TBL BIOQUIFAR,0,COMIS-GCNG,10,0,1,2,0,20,2025-01-08 09:49:24.303,1.0,0.0,10,5200.0,19000
77007308720076,FIRE LIPS SOLUCION 10 ML,0,COMIS-GCNG,1,0,0,3,0,0,2024-12-03 11:35:21.850,2.0,0.0,0,11800.0,15000
