Codigo,Nombre,Sugerido,Laboratorio,contenido Caja,contenido Blister,contenido Unidad,Inventario Caja,Inventario Blister,Inventario Unidad,UltimaCompra,Cantidad Vendida Caja,Cantidad Vendida Blister,Cantidad Vendida Unidad,Costo Unitario,Precio Venta Contado
100001491,KENALER GOTAS 5 ML (3%+),0,ESPECIALIDADES OFTALMOLOG,1,0,0,1,0,0,2024-01-18 12:24:52.570,1.0,0.0,0,76900.0,90900
100001493,OPHTHABRACIN GOTAS 5 ML,0,ESPECIALIDADES OFTALMOLOG,1,0,0,1,0,0,2023-02-14 00:00:00.000,1.0,0.0,0,39061.0,52500
100001637,TETRALYSAL 150 MG 16 CAP. (3%+) (PAE),1,GALDERMA DE COLOMBIA S.A.,1,0,0,0,0,0,2021-06-04 00:00:00.000,1.0,0.0,0,71410.0,100700
100001647,ACICLOVIR UNGUENTO TOPICO 15 GR GF,0,GENFAR S.A.,1,0,0,1,0,0,2024-11-27 00:00:00.000,1.0,0.0,0,5078.5,12800
100001648,ACIDO FUSIDICO CREMA 15 GR GF,0,GENFAR S.A.,1,0,0,2,0,0,2025-03-11 00:00:00.000,2.0,0.0,0,8815.0,17900
100001654,AMLODIPINO 10 MG 10 TABLETAS GF,0,GENFAR S.A.,1,0,0,2,0,0,2025-03-13 00:00:00.000,2.0,0.0,0,7721.0,11100
100001658,AMOXICILINA 500 MG 50 CAPSULAS GF,0,GENFAR S.A.,5,0,1,2,0,14,2025-02-28 00:00:00.000,1.8,0.0,9,25821.0,34100
100001739,IBUPROFENO 800 MG 50 TABLETAS GF,0,GENFAR S.A.,5,0,1,0,0,3,2025-03-27 00:00:00.000,3.2,0.0,16,15483.0,20500
100001761,LOSARTAN 50 MG 30 TABLETAS GF,0,GENFAR S.A.,1,0,0,2,0,0,2025-03-31 00:00:00.000,1.0,0.0,0,9028.0,25400
100001802,SILIMARINA 150 MG 20 CAPSULAS GF,0,GENFAR S.A.,20,2,10,1,2,20,2025-02-18 00:00:00.000,1.0,2.0,20,19380.0,33500
