Codigo,Nombre,Sugerido,Laboratorio,contenido Caja,contenido Blister,contenido Unidad,Inventario Caja,Inventario Blister,Inventario Unidad,UltimaCompra,Cantidad Vendida Caja,Cantidad Vendida Blister,Cantidad Vendida Unidad,Costo Unitario,Precio Venta Contado
100000317,ALLEGRA 120 MG 10 COMPRIMIDOS (3%+),0,OPELLA HEALTHCARE COLOMBI,1,0,0,1,0,0,2025-01-03 00:00:00.000,1.0,0.0,0,63552.5,69100
100000450,ACID MANTLE CREMA 60 GR,0,BAYER S.A.,1,0,0,1,0,0,2025-03-27 00:00:00.000,1.0,0.0,0,29084.0,39200
100000906,ATROVENT 0.025% 20 ML S/INH.(P)24450(SC),0,BOEHRINGER INGELHEIM,1,0,0,2,0,0,2025-03-22 00:00:00.000,6.0,0.0,0,23764.0,27400
100000955,ISODINE SOLUCION 60 ML,0,LABORATORIOS BUSSIE S.A.,1,0,0,1,0,0,2025-03-22 00:00:00.000,1.0,0.0,0,10615.0,12900
100001057,KENACORT I.A.10 MG 5 ML AMPOLLA,1,DEPOSITO DE DROGAS MONACO,1,0,0,0,0,0,2025-03-15 00:00:00.000,2.0,0.0,0,36251.5,37900
100001183,ADOREM ACETAMINOFEN 150 MG JARABE 120 ML,0,LAB.SIEGFRIED S.A,1,0,0,1,0,0,2024-06-28 10:06:52.473,1.0,0.0,0,6600.0,16100
100001338,TRIGENTAX CREMA 40 GR,0,LABORATORIOS CHALVER DE C,1,0,0,4,0,0,2025-02-20 00:00:00.000,2.0,0.0,0,32021.0,46600
100001368,QUANOX IVERMECTINA 0.6% GOTAS 5 ML,0,LAB.SIEGFRIED S.A,1,0,0,2,0,0,2025-04-05 00:00:00.000,2.0,0.0,0,31920.0,34700
100001410,ACIDO FOLICO 5 MG 20 TABLETAS EC,0,LABORATORIOS ECAR S.A.,1,0,0,1,0,0,2024-12-21 00:00:00.000,1.0,0.0,0,18667.33,20400
100001422,COMPLEJO B 10 ML AMPOLLA EC,0,LABORATORIOS ECAR S.A.,1,0,0,1,0,0,2025-03-20 00:00:00.000,2.0,0.0,0,10374.0,12400
100001648,ACIDO FUSIDICO CREMA 15 GR GF,0,GENFAR S.A.,1,0,0,1,0,0,2025-03-29 00:00:00.000,2.0,0.0,0,11019.0,17900
100001654,AMLODIPINO 10 MG 10 TABLETAS GF,0,GENFAR S.A.,1,0,0,3,0,0,2025-02-20 00:00:00.000,1.0,0.0,0,9651.0,11100
100001655,AMLODIPINO 5 MG 10 TABLETAS GF,0,GENFAR S.A.,1,0,0,3,0,0,2024-11-21 00:00:00.000,2.0,0.0,0,5657.5,8100
100001691,CETIRIZINA 10 MG 10 TABLETAS GF,0,GENFAR S.A.,1,0,0,3,0,0,2025-02-01 00:00:00.000,2.0,0.0,0,4735.0,7600
100001761,LOSARTAN 50 MG 30 TABLETAS GF,1,GENFAR S.A.,1,0,0,0,0,0,2025-03-21 00:00:00.000,1.0,0.0,0,9028.0,25400
100001778,OMEPRAZOL 20 MG 10 CAPSULAS GF,0,GENFAR S.A.,1,0,0,5,0,0,2025-02-20 00:00:00.000,3.0,0.0,0,3364.67,4300
100001855,OTOGLICAR GLICERINA CARBONATADA 30 ML,1,LAB. GERCO S.A.,1,0,0,0,0,0,2025-04-02 00:00:00.000,5.0,0.0,0,4850.0,7100
100001917,DOLEX GRIPA 12 TABLETAS,0,HALEON COLOMBIA S.A.S.,1,0,0,3,0,0,2025-03-29 00:00:00.000,5.0,0.0,0,15660.0,15900
100001919,DOLEX JARABE NINOS 90 ML,0,HALEON COLOMBIA S.A.S.,1,0,0,4,0,0,2025-03-08 00:00:00.000,2.0,0.0,0,15855.83,17500
100001922,DOLEX PEDIATRICO 20 TABLETAS MASTICABLE,0,HALEON COLOMBIA S.A.S.,1,0,0,1,0,0,2025-03-27 00:00:00.000,1.0,0.0,0,17881.0,20200
100001965,LECHE DE MAGNESIA PHILLIPS 120 ML,0,ASPEN COLOMBIANA SAS,1,0,0,2,0,0,2025-03-11 00:00:00.000,2.0,0.0,0,12890.0,14600
100002010,VENTILAN OSP AEROSOL 200 DOSIS,0,GLAXO SMITHKLINE COLOMBIA,1,0,0,4,0,0,2025-02-20 00:00:00.000,3.0,0.0,0,23360.5,25400
100002063,BELARA 21 GRAGEAS (P)25271(SC),0,GRUNENTHAL COLOMBIANA S.A,1,0,0,2,0,0,2025-03-27 00:00:00.000,1.0,0.0,0,23942.0,25500
100002073,LEVOPRONT JARABE 120 ML,0,LAB. BAGO DE COLOMBIA LTD,1,0,0,1,0,0,2025-04-01 00:00:00.000,1.0,0.0,0,43606.0,65100
100002091,REPARIL GEL N 30 GR,1,GRUNENTHAL COLOMBIANA S.A,1,0,0,0,0,0,2025-02-20 00:00:00.000,2.0,0.0,0,53750.0,56600
100002196,FACETIX 21 GRAGEAS (P)9907(SC)(SF),0,LABORATORIO FRANCO COLOMB,1,0,0,2,0,0,2025-03-04 00:00:00.000,1.0,0.0,0,7321.0,10300
100002316,DIOXOGEN LIQUIDO 120 ML,0,JGB S.A.,1,0,0,1,0,0,2025-03-04 00:00:00.000,1.0,0.0,0,4954.0,5300
100002433,AMLODIPINO 10 MG 10 TABLETAS LS,0,LABORATORIOS LA SANTE S.A,1,0,0,2,0,0,2024-12-13 00:00:00.000,3.0,0.0,0,2978.56,10000
100003932,LORATADINA 10 MG 20 TABLETAS AG,0,LABORATORIO FRANCO COLOMB,1,0,0,4,0,0,2024-12-13 00:00:00.000,1.0,0.0,0,6230.0,7600
100004123,CEBION GOTAS 30 ML,1,PROCTER  GAMBLE COLOMBIA,1,0,0,0,0,0,2022-06-03 00:00:00.000,1.0,0.0,0,18037.0,24100
100004141,CONCOR 2.5 MG 30 TBS (P)10520(SC),0,MERCK S.A.,1,0,0,3,0,0,2025-04-05 00:00:00.000,5.0,0.0,0,10499.0,11200
100004156,EUTIROX 75 MCG 50 TBS,0,MERCK S.A.,1,0,0,1,0,0,2025-03-04 00:00:00.000,1.0,0.0,0,59315.0,61900
100004185,NEUROBION 30 TABLETAS(PDB),1,PROCTER  GAMBLE COLOMBIA,1,0,0,0,0,0,2025-03-13 00:00:00.000,2.0,0.0,0,50648.5,51200
100004280,NEO FUNGINA POLVO 100 GR,1,LABORATORIOS NEO LTDA,1,0,0,0,0,0,2025-01-25 00:00:00.000,2.0,0.0,0,25236.0,32100
100004281,NEO FUNGINA POLVO 200 GR,1,LABORATORIOS NEO LTDA,1,0,0,0,0,0,2025-01-25 00:00:00.000,1.0,0.0,0,42995.0,46400
100004282,NEO FUNGINA POLVO 40 GR,1,LABORATORIOS NEO LTDA,1,0,0,0,0,0,2025-02-04 00:00:00.000,2.0,0.0,0,10338.0,14700
100004493,TEGRETOL RET.200 MG 20 TB(P)7960(SC)(SF),0,NOVARTIS DE COLOMBIA S.A.,1,0,0,3,0,0,2025-04-01 00:00:00.000,2.0,0.0,0,7400.0,8800
100004494,TEGRETOL RET.400 MG 20TB(P)15920(SC)(SF),0,NOVARTIS DE COLOMBIA S.A.,1,0,0,2,0,0,2025-03-11 00:00:00.000,5.0,0.0,0,14840.0,16900
100004513,VOLTAREN EMULGEL TUBO 30 GR,0,HALEON COLOMBIA S.A.S.,1,0,0,1,0,0,2024-12-13 00:00:00.000,2.0,0.0,0,33418.0,47400
100004617,TERRAMICINA UNGUENTO OFTALMICO 10 GR,0,PFIZER S.A.S,1,0,0,2,0,0,2025-03-31 00:00:00.000,1.0,0.0,0,30699.5,35900
100004708,DEPO PROVERA 150 MG 3 ML AMPOLLA,0,PFIZER S.A.S,1,0,0,2,0,0,2025-04-05 00:00:00.000,1.0,0.0,0,26926.0,27800
100004896,OTOSEC 0.3% GOTAS 10 ML,0,LAB.SIEGFRIED S.A,1,0,0,1,0,0,2024-10-22 00:00:00.000,1.0,0.0,0,58784.0,70500
100005143,ANESTECIN CREMA 5 GR,0,ROPSOHN THERAPEUTICS,1,0,0,1,0,0,2025-02-25 00:00:00.000,2.0,0.0,0,35468.0,38600
100005276,PEPSAMAR SUSPENSION FCO 150ML,1,EUROFARMA COLOMBIA S.A.S,1,0,0,0,0,0,2024-09-14 00:00:00.000,1.0,0.0,0,14100.0,18400
100005278,PEPSAMAR PLUS SUSPENSION 150 ML,1,EUROFARMA COLOMBIA S.A.S,1,0,0,0,0,0,,1.0,0.0,0,16143.0,20100
100005302,ABRILAR EA 575 JARABE X 100 ML,0,MEGALABS COLOMBIA SAS,1,0,0,2,0,0,2025-03-06 00:00:00.000,1.0,0.0,0,40011.0,42600
100005386,PROCICAR CREMA 60 GR,0,MEGALABS COLOMBIA SAS,1,0,0,2,0,0,2025-03-11 00:00:00.000,1.0,0.0,0,32939.0,44700
100005415,DIANE 35 21 GRAGEAS (P)9907(SC)(SF)(PDB),0,BAYER S.A.,1,0,0,2,0,0,2025-04-05 00:00:00.000,1.0,0.0,0,8915.5,11400
100005437,MICROGYNON SUAVE 21 GRAGEAS(P)6104(SC),0,ADIUM S.A.S.,1,0,0,4,0,0,2025-04-05 00:00:00.000,7.0,0.0,0,6090.0,7100
100005447,PRIMOSISTON 30 TABLETAS,0,ADIUM S.A.S.,1,0,0,2,0,0,2025-03-31 00:00:00.000,2.0,0.0,0,27651.0,28200
100005767,BENZIRIN VERDE SPRAY 120 ML,0,TECNOQUIMICAS S.A.,1,0,0,1,0,0,2025-04-02 00:00:00.000,1.0,0.0,0,58781.0,59900
100005771,BENZOATO DE BENCILO 120 ML MK,0,TECNOQUIMICAS S.A.,1,0,0,1,0,0,2025-02-15 00:00:00.000,1.0,0.0,0,30916.0,37400
100005796,CELECOXIB 200 MG 10 CAPSULAS MK(P)16120,0,TECNOQUIMICAS S.A.,1,0,0,2,0,0,2025-03-19 00:00:00.000,4.0,0.0,0,9931.0,11200
100005801,CLINDAMICINA CREMA VAGINAL 40 GR MK,0,TECNOQUIMICAS S.A.,1,0,0,1,0,0,2025-04-05 00:00:00.000,1.0,0.0,0,45815.0,54700
100005806,CLOTRIMAZOL 1% SOLUCION 30 ML MK,1,TECNOQUIMICAS S.A.,1,0,0,0,0,0,2024-11-26 00:00:00.000,1.0,0.0,0,20299.0,21900
100005812,CREMA # 4 20 GR,0,TECNOQUIMICAS S.A.,1,0,0,2,0,0,2025-03-11 00:00:00.000,4.0,0.0,0,9042.0,11400
100005819,CREMA BLANKISIMA 32 GR,0,TECNOQUIMICAS S.A.,1,0,0,2,0,0,2025-03-29 00:00:00.000,1.0,0.0,0,18190.0,23200
100005820,CREMA BLANKISIMA 60 GR,0,TECNOQUIMICAS S.A.,1,0,0,2,0,0,2024-11-21 00:00:00.000,1.0,0.0,0,30468.0,32600
100005838,ENALAPRIL 5 MG 50 TABLETAS MK,0,TECNOQUIMICAS S.A.,1,0,0,4,0,0,2025-03-18 00:00:00.000,5.0,0.0,0,14288.33,16400
100005901,LECHE DE MAGNESIA 120 ML MK,0,TECNOQUIMICAS S.A.,1,0,0,1,0,0,2025-04-01 00:00:00.000,2.0,0.0,0,7642.0,8800
100005902,LECHE DE MAGNESIA 360 ML MK,1,TECNOQUIMICAS S.A.,1,0,0,0,0,0,2024-11-16 00:00:00.000,1.0,0.0,0,23125.67,24200
100005912,MICOFIX LOCION 30 ML,0,TECNOQUIMICAS S.A.,1,0,0,1,0,0,2025-02-12 00:00:00.000,1.0,0.0,0,46779.0,50600
100005913,MINOXIDIL 2% LOCION 60 ML MK,0,TECNOQUIMICAS S.A.,1,0,0,2,0,0,2025-03-29 00:00:00.000,2.0,0.0,0,32532.0,35600
100005942,PIROXICAM 20 MG 10 CAPSULAS MK,0,TECNOQUIMICAS S.A.,1,0,0,1,0,0,2025-03-15 00:00:00.000,1.0,0.0,0,4506.0,5700
100005999,VERAPAMILO 120 MG 30 TABLETAS MK(P)9252,0,TECNOQUIMICAS S.A.,1,0,0,3,0,0,2025-03-14 00:00:00.000,3.0,0.0,0,8048.5,8700
100006043,PYRALVEX FRASCO X 10 ML NTI,0,NEW TRADE INTERNATIONAL S,1,0,0,1,0,0,2025-02-01 00:00:00.000,1.0,0.0,0,10051.0,27300
100006050,CALADRYL CLEAR 100 ML,0,HUMAX PHARMACEUTICAL,1,0,0,5,0,0,2025-03-05 00:00:00.000,3.0,0.0,0,23059.0,29300
100006233,MONURIL SOBRE ADULTOS 3 GR(P)18742(SC),0,ZAMBON COLOMBIA S.A.,1,0,0,3,0,0,2025-03-29 00:00:00.000,6.0,0.0,0,18290.0,20400
100006234,PANOTIL BETA GOTAS 8 ML,0,ZAMBON COLOMBIA S.A.,1,0,0,2,0,0,2025-04-01 00:00:00.000,2.0,0.0,0,23574.0,24900
100006364,CIALIS 20 MG 1 TABLETA,0,ELI LILLY INTERAMERICA,1,0,0,1,0,0,2025-01-08 00:00:00.000,1.0,0.0,0,46654.5,52300
100007770,ACIDO FOLICO 1 MG 100 TABLETAS EC,0,LABORATORIOS ECAR S.A.,1,0,0,2,0,0,2025-03-27 00:00:00.000,1.0,0.0,0,13067.0,15200
100007783,FLUOXETINA 20 MG 10 CAPSULAS GF,1,GENFAR S.A.,1,0,0,0,0,0,2025-03-20 00:00:00.000,2.0,0.0,0,4315.5,5700
100007825,LOVASTATINA 20 MG 20 TABLETAS AG,0,LABORATORIO FRANCO COLOMB,1,0,0,2,0,0,2025-03-08 00:00:00.000,2.0,0.0,0,4705.0,10000
100007848,EUTIROX 50 MCG 50 TBS,0,MERCK S.A.,1,0,0,2,0,0,2025-03-08 00:00:00.000,4.0,0.0,0,53262.0,54400
100007882,METRONIDAZOL 500 MG 10 OVULOS PC,0,PROCAPS S.A.,1,0,0,2,0,0,2025-02-27 00:00:00.000,2.0,0.0,0,11084.0,11800
100007895,UROCUAD 100 MG 30 TABLETAS,0,EVE DISTRIBUCIONES S.A.,1,0,0,1,0,0,2025-03-21 00:00:00.000,2.0,0.0,0,13601.0,16800
100007896,UROCUAD 300 MG 30 TABLETAS,0,EVE DISTRIBUCIONES S.A.,1,0,0,3,0,0,2025-02-20 00:00:00.000,3.0,0.0,0,26079.0,29100
100007913,MICROGYNON 21 TABLETAS (P)6104(SC),0,ADIUM S.A.S.,1,0,0,1,0,0,2025-03-29 00:00:00.000,1.0,0.0,0,6090.0,7000
100007931,CAPTOPRIL 50 MG 30 TABLETAS MK,0,TECNOQUIMICAS S.A.,1,0,0,1,0,0,2025-01-08 00:00:00.000,1.0,0.0,0,8589.0,9900
100007939,LORATADINA 10 MG 10 TABLETAS MK,0,TECNOQUIMICAS S.A.,1,0,0,3,0,0,2025-04-01 00:00:00.000,3.0,0.0,0,3833.0,4400
100008711,ACEOTO PLUS GOTAS 10 ML,0,ZAMBON COLOMBIA S.A.,1,0,0,1,0,0,2024-12-14 00:00:00.000,1.0,0.0,0,38338.0,45600
100008874,SYSTANE GOTAS 15 ML,0,ALCON DE COLOMBIA S.A,1,0,0,2,0,0,2024-12-13 00:00:00.000,1.0,0.0,0,66852.0,68500
100009266,CREMA # 4 MEDICADA 30 GR,0,TECNOQUIMICAS S.A.,1,0,0,1,0,0,2025-03-29 00:00:00.000,1.0,0.0,0,17354.0,21700
100009760,NOFERTYL AMP.1 ML C/JER.(P)9016(SC)(SF),0,LABORATORIO FRANCO COLOMB,1,0,0,3,0,0,2025-04-03 00:00:00.000,4.0,0.0,0,6568.0,9300
100009830,VALCOTE ER 500MG 30(3%+)(A)(P)73200(PAE),1,LABORATORIO FRANCO COLOMB,1,0,0,0,0,0,2023-04-04 00:00:00.000,1.0,0.0,0,116053.0,72400
100009866,CEFUROXIMA 500 MG 10 TBS GF(P)43850,0,GENFAR S.A.,1,0,0,1,0,0,2025-02-26 00:00:00.000,2.0,0.0,0,43783.0,58100
100009913,LANSOPRAZOL 30 MG 7 CAPSULAS MK,0,TECNOQUIMICAS S.A.,1,0,0,1,0,0,2025-03-04 00:00:00.000,1.0,0.0,0,7688.0,8700
100009940,KEPPRA 500 MG 30 TBS (P)44100(SC)(SF),0,GLAXO SMITHKLINE COLOMBIA,1,0,0,1,0,0,2025-03-08 00:00:00.000,2.0,0.0,0,37071.0,45600
100010062,ADVIL MAX 16 CAPSULAS,0,HALEON COLOMBIA S.A.S.,1,0,0,1,0,0,2025-03-19 00:00:00.000,2.0,0.0,0,30546.0,31400
100010145,VIGAMOX 0.5% SOLUCION 5 ML,0,AXON PHARMA SAS,1,0,0,1,0,0,2025-03-18 00:00:00.000,1.0,0.0,0,25139.0,34300
100010229,SEDATIF PC 40 TABLETAS,0,BOIRON S.A.S.,1,0,0,1,0,0,2025-01-08 00:00:00.000,1.0,0.0,0,54082.5,55500
100010301,ISODINE BUCOFARINGEO 60 ML,0,LABORATORIOS BUSSIE S.A.,1,0,0,2,0,0,2025-02-12 00:00:00.000,2.0,0.0,0,13201.0,15200
100010372,CONGESTEX 10 CAPSULAS,0,NOVAMED S.A.,1,0,0,3,0,0,2025-03-31 00:00:00.000,2.0,0.0,0,15393.0,18300
100010854,PROLERTUS 140 MG 10 CAPSULAS,1,ADIUM S.A.S.,1,0,0,0,0,0,2024-09-14 00:00:00.000,1.0,0.0,0,47064.0,48900
100011187,PRESIDERM 2% UNGUENTO 15 GR(3%+),0,MEGALABS COLOMBIA SAS,1,0,0,1,0,0,2025-02-06 00:00:00.000,1.0,0.0,0,72744.0,77600
100011357,DOXICICLINA 100 MG 10 TABLETAS GF,1,GENFAR S.A.,1,0,0,0,0,0,2025-03-27 00:00:00.000,1.0,0.0,0,7924.0,10500
