Codigo,Nombre,Sugerido,Laboratorio,contenido Caja,contenido Blister,contenido Unidad,Inventario Caja,Inventario Blister,Inventario Unidad,UltimaCompra,Cantidad Vendida Caja,Cantidad Vendida Blister,Cantidad Vendida Unidad,Costo Unitario,Precio Venta Contado
7709506348427,LINCOFAR 600MG 2 ML 10 AMP,0,COMIS-GCNG,10,0,1,1,0,17,2025-01-28 08:37:30.390,3.1,0.0,31,17900.0,120500
E001,CEPRAX 250MG/5ML 60 ML ANGLOPHARMA,0,COMIS-GCNG,1,0,0,6,0,0,2025-04-02 11:38:27.010,1.0,0.0,0,7600.0,19000
E029,DIGLUFOR 850 MG 30 TBL LABQUIFAR,0,COMIS-GCNG,30,3,10,4,13,130,2025-02-04 15:18:49.423,2.33,7.0,70,9600.0,25400
A00160,EUTARPAN JARABE 100 ML BIOQUIFAR,1,COMIS-GCNG,1,0,0,0,0,0,2024-11-01 09:55:47.817,1.0,0.0,0,6200.0,15300
12836,FLURINEX LEVOFLOXACINA 14 TBLS 500MG BIOQUIFAR,0,COMIS-GCNG,14,2,7,2,4,28,2025-03-25 12:57:39.267,2.0,4.0,28,15300.0,38300
96D1,VIOXIN JABON 4% FCO 60ML,0,COMIS-GCNG,1,0,0,4,0,0,2024-12-23 13:04:06.970,2.0,0.0,0,5000.0,12400
200038782,CHOCOLATES JET GOOL X 100 UNIDADES,0,COMERCIAL NUTRESA S.A.S,100,0,1,0,0,23,2024-06-29 15:38:19.923,0.08,0.0,8,24374.0,36300
100011200,FLECTADOL 20 CAPSULAS,1,NOVAMED S.A.,20,2,10,0,0,0,,1.0,2.0,20,48675.0,70600
E031,DERMIQUEN 60 GR CREMATOPICA,1,COMIS-GCNG,1,0,0,0,0,0,2025-03-12 10:10:19.957,4.0,0.0,0,11700.0,29700
E043,LAMDOTIL 16 TBL,0,COMIS-GCNG,16,0,1,1,0,20,2025-01-21 16:58:09.467,2.25,0.0,36,6600.0,20500
A00224,METROXAZIDE 600 MG/200 MG 18 TBLS BIOQUIFAR,0,COMIS-GCNG,18,0,1,0,0,12,2025-02-25 15:29:18.043,1.78,0.0,32,9000.0,31800
771021118295,WINNY ULTRATRM SEC ET. 1X 16 UND,1,TECNOQUIMICAS S.A.,1,0,0,0,0,0,2025-02-05 12:26:38.287,1.0,0.0,0,9958.0,13700
E084,ANTEPSIN 1 GR 10 TBL,0,LABQUIFAR,10,0,1,1,0,10,2025-02-25 15:29:18.043,2.0,0.0,20,8300.0,22700
7702896000364,TOR CREMA PROCTOLOGICA 10 GR,0,COMIS-GCNG,1,0,0,8,0,0,2024-12-23 13:04:06.970,1.0,0.0,0,8600.0,23400
7703712080126,INTIVAG DUCHA VAGINAL 120 ML,1,COMIS-GCNG,1,0,0,0,0,0,2025-03-12 10:10:19.957,4.0,0.0,0,7600.0,19300
A00164,AZTROBAC 15 ML BIOQUIFAR,1,COMIS-GCNG,1,0,0,0,0,0,2024-12-30 10:49:10.890,1.0,0.0,0,8800.0,25200
E067,FINAPAR 20 ML ,0,COMIS-GCNG,1,0,0,5,0,0,2025-03-25 12:57:39.267,1.0,0.0,0,3900.0,9800
7703712080454,DERMA3  40 GRAMOS,0,COMIS-GCNG,1,0,0,1,0,0,2025-02-11 12:23:06.670,1.0,0.0,0,18800.0,49300
G076,XINPA 100 MG 60 ML  WHESTHER,0,COMIS-GCNG,1,0,0,2,0,0,2024-10-04 10:43:46.663,2.0,0.0,0,12600.0,33800
100023413,CANDESARTAN 8 MG 30 TABLETAS MK (P)16848,1,TECNOQUIMICAS S.A.,1,0,0,0,0,0,2021-10-28 00:00:00.000,2.0,0.0,0,9385.0,14500
000297288,Vogue Labial Colorissimo Larga Duracion,1,LAB. COSMETICOS VOGUE S.A.,1,0,0,0,0,0,,1.0,0.0,0,4996.0,7100
000105608,Labial Kaloe Ld N. 8 Rojo Merlot X 2 G,1,,1,0,0,0,0,0,2021-05-31 00:00:00.000,1.0,0.0,0,5035.0,7300
100012781,SYMBICORT T160/4.5M(3%+)(P)55776(SC)(SF),1,ASTRA ZENECA COLOMBIA S.A,1,0,0,0,0,0,2021-09-16 00:00:00.000,1.0,0.0,0,38571.0,61400
7701021117786,PAÑAL WINNY PANTS ET 4 X 50,0,TECNOQUIMICAS S.A.,1,0,0,4,0,0,2025-02-05 12:26:38.287,1.0,0.0,0,53600.0,75400
7709740450320,TRIDIRTEX CLOBETAZOL LOCION 60 ML,0,COMIS-GCNG,1,0,0,4,0,0,2025-03-12 10:10:19.957,2.0,0.0,0,9000.0,27200
200005956,LIMAS ZAFHIRS PROFESION 144 UND,0,DISPROVEN S.A.S,144,0,1,0,0,80,2022-05-04 00:00:00.000,0.01,0.0,1,33880.0,71200
